SubjID,cond,RespID,ItemID,tord,tplay,tbegin,tend,choice,listID,ncond,tloc,cloc,RT,mtord,half
6,control,135.0,apple,15.0,8135568.0,8137288.0,8139590.0,TARGET,newer_NNS2_reverse,NNS,14,16,2302.0,8.0,1.0
6,control,123.0,egg,3.0,7752213.0,7754383.0,7756475.0,TARGET,newer_NNS2_reverse,NNS,13,16,2092.0,8.0,0.0
6,control,124.0,swan,4.0,7791532.0,7792622.0,7794749.0,TARGET,newer_NNS2_reverse,NNS,4,5,2127.0,8.0,0.0
6,control,133.0,boat,13.0,8096509.0,8098309.0,8102973.0,TARGET,newer_NNS2_reverse,NNS,4,10,4664.0,8.0,1.0
6,control,126.0,telephone,6.0,7832804.0,7834274.0,7836439.0,TARGET,newer_NNS2_reverse,NNS,14,5,2165.0,8.0,0.0
6,control,131.0,pizza,11.0,8027212.0,8028192.0,8030337.0,TARGET,newer_NNS2_reverse,NNS,12,3,2145.0,8.0,1.0
6,control,130.0,chair,10.0,7977313.0,7979143.0,7981462.0,TARGET,newer_NNS2_reverse,NNS,11,3,2319.0,8.0,1.0
6,exp,128.0,cat,8.0,7907266.0,7908546.0,7913067.0,TARGET,newer_NNS2_reverse,NNS,15,5,4521.0,8.5,0.0
6,exp,125.0,key,5.0,7812838.0,7814168.0,7815973.0,TARGET,newer_NNS2_reverse,NNS,1,16,1805.0,8.5,0.0
6,exp,127.0,icecream,7.0,7867202.0,7869232.0,7872928.0,TARGET,newer_NNS2_reverse,NNS,4,10,3696.0,8.5,0.0
6,exp,132.0,grapes,12.0,8043319.0,8044339.0,8046610.0,TARGET,newer_NNS2_reverse,NNS,6,16,2271.0,8.5,1.0
6,exp,129.0,chicken,9.0,7960807.0,7961967.0,7964358.0,TARGET,newer_NNS2_reverse,NNS,11,5,2391.0,8.5,1.0
6,exp,134.0,lamp,14.0,8121004.0,8122184.0,8125894.0,TARGET,newer_NNS2_reverse,NNS,1,3,3710.0,8.5,1.0
6,exp,122.0,woodenbowl,2.0,7717328.0,7718488.0,7721633.0,COMPETITOR,newer_NNS2_reverse,NNS,15,10,3145.0,8.5,0.0
6,exp,136.0,bluecup,16.0,8168289.0,8170459.0,8173664.0,TARGET,newer_NNS2_reverse,NNS,9,3,3205.0,8.5,1.0
7,control,148.0,cat,8.0,17884861.0,17886161.0,17888408.0,TARGET,newer_NS1_reverse,NS,15,5,2247.0,8.5,0.0
7,control,145.0,key,5.0,17799028.0,17800228.0,17802419.0,TARGET,newer_NS1_reverse,NS,1,16,2191.0,8.5,0.0
7,control,147.0,icecream,7.0,17850096.0,17852106.0,17854838.0,TARGET,newer_NS1_reverse,NS,4,10,2732.0,8.5,0.0
7,control,152.0,grapes,12.0,17999872.0,18000722.0,18003030.0,TARGET,newer_NS1_reverse,NS,6,16,2308.0,8.5,1.0
7,control,149.0,chicken,9.0,17923731.0,17924721.0,17926786.0,TARGET,newer_NS1_reverse,NS,11,5,2065.0,8.5,1.0
7,control,154.0,lamp,14.0,18072483.0,18073423.0,18075939.0,TARGET,newer_NS1_reverse,NS,1,3,2516.0,8.5,1.0
7,control,142.0,woodenbowl,2.0,17704724.0,17705714.0,17707942.0,TARGET,newer_NS1_reverse,NS,15,10,2228.0,8.5,0.0
7,control,156.0,bluecup,16.0,18118769.0,18120549.0,18122445.0,TARGET,newer_NS1_reverse,NS,9,3,1896.0,8.5,1.0
7,exp,141.0,dog,1.0,17684640.0,17686120.0,17690149.0,COMPETITOR,newer_NS1_reverse,NS,8,10,4029.0,8.0,0.0
7,exp,155.0,apple,15.0,18086788.0,18088578.0,18091195.0,TARGET,newer_NS1_reverse,NS,14,16,2617.0,8.0,1.0
7,exp,143.0,egg,3.0,17736830.0,17738560.0,17741024.0,COMPETITOR,newer_NS1_reverse,NS,13,16,2464.0,8.0,0.0
7,exp,144.0,swan,4.0,17775835.0,17776925.0,17779218.0,COMPETITOR,newer_NS1_reverse,NS,4,5,2293.0,8.0,0.0
7,exp,153.0,boat,13.0,18050750.0,18052170.0,18054289.0,TARGET,newer_NS1_reverse,NS,4,10,2119.0,8.0,1.0
7,exp,146.0,telephone,6.0,17815693.0,17817053.0,17819796.0,TARGET,newer_NS1_reverse,NS,14,5,2743.0,8.0,0.0
7,exp,151.0,pizza,11.0,17983042.0,17984032.0,17986453.0,COMPETITOR,newer_NS1_reverse,NS,12,3,2421.0,8.0,1.0
7,exp,150.0,chair,10.0,17938612.0,17940182.0,17942435.0,COMPETITOR,newer_NS1_reverse,NS,11,3,2253.0,8.0,1.0
8,control,161.0,dog,1.0,19215140.0,19216620.0,19219778.0,TARGET,newer_NS2_reverse,NS,8,10,3158.0,8.0,0.0
8,control,175.0,apple,15.0,19638656.0,19640446.0,19643538.0,TARGET,newer_NS2_reverse,NS,14,16,3092.0,8.0,1.0
8,control,163.0,egg,3.0,19267158.0,19268888.0,19270637.0,TARGET,newer_NS2_reverse,NS,13,16,1749.0,8.0,0.0
8,control,164.0,swan,4.0,19306865.0,19307955.0,19309775.0,TARGET,newer_NS2_reverse,NS,4,5,1820.0,8.0,0.0
8,control,173.0,boat,13.0,19599505.0,19600925.0,19603807.0,TARGET,newer_NS2_reverse,NS,4,10,2882.0,8.0,1.0
8,control,166.0,telephone,6.0,19347171.0,19348531.0,19350962.0,TARGET,newer_NS2_reverse,NS,14,5,2431.0,8.0,0.0
8,control,171.0,pizza,11.0,19526662.0,19527652.0,19529804.0,TARGET,newer_NS2_reverse,NS,12,3,2152.0,8.0,1.0
8,control,170.0,chair,10.0,19479548.0,19481118.0,19483441.0,TARGET,newer_NS2_reverse,NS,11,3,2323.0,8.0,1.0
8,exp,168.0,cat,8.0,19417363.0,19418663.0,19421397.0,COMPETITOR,newer_NS2_reverse,NS,15,5,2734.0,8.5,0.0
8,exp,165.0,key,5.0,19327335.0,19328535.0,19330776.0,TARGET,newer_NS2_reverse,NS,1,16,2241.0,8.5,0.0
8,exp,167.0,icecream,7.0,19381132.0,19383142.0,19386123.0,TARGET,newer_NS2_reverse,NS,4,10,2981.0,8.5,0.0
8,exp,172.0,grapes,12.0,19544263.0,19545113.0,19547324.0,TARGET,newer_NS2_reverse,NS,6,16,2211.0,8.5,1.0
8,exp,169.0,chicken,9.0,19461913.0,19462903.0,19465480.0,TARGET,newer_NS2_reverse,NS,11,5,2577.0,8.5,1.0
8,exp,174.0,lamp,14.0,19623219.0,19624159.0,19626793.0,TARGET,newer_NS2_reverse,NS,1,3,2634.0,8.5,1.0
8,exp,162.0,woodenbowl,2.0,19232028.0,19233018.0,19235379.0,COMPETITOR,newer_NS2_reverse,NS,15,10,2361.0,8.5,0.0
8,exp,176.0,bluecup,16.0,19673457.0,19675237.0,19678844.0,TARGET,newer_NS2_reverse,NS,9,3,3607.0,8.5,1.0
9,control,185.0,grapes,5.0,3135951.0,3136971.0,3141706.0,TARGET,newer_NNS1,NNS,6,16,4735.0,9.0,0.0
9,control,187.0,cat,7.0,3235309.0,3236589.0,3238479.0,TARGET,newer_NNS1,NNS,15,5,1890.0,9.0,0.0
9,control,192.0,key,12.0,3382731.0,3384061.0,3386727.0,TARGET,newer_NNS1,NNS,1,16,2666.0,9.0,1.0
9,control,189.0,chicken,9.0,3286853.0,3288013.0,3290705.0,TARGET,newer_NNS1,NNS,11,5,2692.0,9.0,1.0
9,control,190.0,icecream,10.0,3337758.0,3339788.0,3343260.0,TARGET,newer_NNS1,NNS,4,10,3472.0,9.0,1.0
9,control,195.0,woodenbowl,15.0,3479955.0,3481115.0,3485868.0,TARGET,newer_NNS1,NNS,15,10,4753.0,9.0,1.0
9,control,183.0,lamp,3.0,3071520.0,3072700.0,3075511.0,TARGET,newer_NNS1,NNS,1,3,2811.0,9.0,0.0
9,exp,182.0,apple,2.0,3032350.0,3034070.0,3036749.0,TARGET,newer_NNS1,NNS,14,16,2679.0,9.5,0.0
9,exp,196.0,dog,16.0,3517406.0,3518986.0,3522766.0,COMPETITOR,newer_NNS1,NNS,8,10,3780.0,9.5,1.0
9,exp,184.0,boat,4.0,3095436.0,3097236.0,3099856.0,COMPETITOR,newer_NNS1,NNS,4,10,2620.0,9.5,0.0
9,exp,193.0,swan,13.0,3407298.0,3408518.0,3410600.0,COMPETITOR,newer_NNS1,NNS,4,5,2082.0,9.5,1.0
9,exp,186.0,pizza,6.0,3166590.0,3167570.0,3172004.0,COMPETITOR,newer_NNS1,NNS,12,3,4434.0,9.5,0.0
9,exp,191.0,telephone,11.0,3351501.0,3352971.0,3355118.0,COMPETITOR,newer_NNS1,NNS,14,5,2147.0,9.5,1.0
9,exp,188.0,chair,8.0,3252492.0,3254322.0,3256544.0,COMPETITOR,newer_NNS1,NNS,11,3,2222.0,9.5,0.0
9,exp,194.0,egg,14.0,3462606.0,3464776.0,3467123.0,COMPETITOR,newer_NNS1,NNS,13,16,2347.0,9.5,1.0
